date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:54	12796/12796	---M--	200	added ('OK')	font/woff2	etag:%22a24314b4045c2f297eee9bd21ba9db25%22	https://www.dearmylove.org/_next/static/media/95beb24898f98070.p.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/95beb24898f98070.p.woff2	(from https://www.dearmylove.org/)
21:36:54	28564/28564	---M--	200	added ('OK')	font/woff2	etag:%220787be3fdadcda4128611c8528622677%22	https://www.dearmylove.org/_next/static/media/a3a474206a856479.p.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/a3a474206a856479.p.woff2	(from https://www.dearmylove.org/)
21:36:55	4710/4710	---MCZ	200	added ('OK')	text/css	etag:W/%22073953ac74f61d9de13639d410364b7f%22	https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css	(from https://www.dearmylove.org/)
21:36:55	291979/291979	---MCZ	200	added ('OK')	text/css	etag:W/%22f72c3ab5b79968d5357f3ad5ce68495f%22	https://www.dearmylove.org/_next/static/css/410049979f99b8d0.css	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/css/410049979f99b8d0.css	(from https://www.dearmylove.org/)
21:36:56	138377/138377	---MCZ	200	added ('OK')	text/css	etag:W/%22e0750ff58514a9b636618da2ca8d6e3e%22	https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css	(from https://www.dearmylove.org/)
21:36:56	3419/3419	---MCZ	200	added ('OK')	text/css	etag:W/%22d3a2f5c0b4666f968d1235d62bdf9a18%22	https://www.dearmylove.org/_next/static/css/e883968f8980c5d6.css	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/css/e883968f8980c5d6.css	(from https://www.dearmylove.org/)
21:36:57	7121/7121	---MCZ	200	added ('OK')	text/css	etag:W/%227d7efb4a1ad45dec57efa9a6b0ec5d84%22	https://www.dearmylove.org/_next/static/css/5160cf820b2f63e0.css	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/css/5160cf820b2f63e0.css	(from https://www.dearmylove.org/)
21:36:57	4190/4190	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef69dccf77f558419b85d790f29c2a82%22	https://www.dearmylove.org/_next/static/chunks/webpack-dadbef116bff155e.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/webpack-dadbef116bff155e.js	(from https://www.dearmylove.org/)
21:36:58	172834/172834	---MCZ	200	added ('OK')	application/javascript	etag:W/%22952894ff5c6c7e7e646d83183ddbc688%22	https://www.dearmylove.org/_next/static/chunks/fd9d1056-f035063bd8d1da97.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/fd9d1056-f035063bd8d1da97.js	(from https://www.dearmylove.org/)
21:36:58	123888/123888	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220f396d62ba096cbaaa0eabb0e0bf202%22	https://www.dearmylove.org/_next/static/chunks/2117-03d0473a72af28d5.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/2117-03d0473a72af28d5.js	(from https://www.dearmylove.org/)
21:36:59	471/471	---M--	200	added ('OK')	application/javascript	etag:%22189357a99138cdb59d24e47a982c7f2b%22	https://www.dearmylove.org/_next/static/chunks/main-app-be3d940aef6bd3eb.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/main-app-be3d940aef6bd3eb.js	(from https://www.dearmylove.org/)
21:37:00	68969/68969	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d650e6eb96ad9f10a10a04d8d998adaf%22	https://www.dearmylove.org/_next/static/chunks/1198-fbbd80c767236556.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/1198-fbbd80c767236556.js	(from https://www.dearmylove.org/)
21:37:00	20630/20630	---MCZ	200	added ('OK')	application/javascript	etag:W/%22afd8f164ba2ba5c39ba393555c9f56c6%22	https://www.dearmylove.org/_next/static/chunks/2972-cb7339625e753d1a.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/2972-cb7339625e753d1a.js	(from https://www.dearmylove.org/)
21:37:01	40642/40642	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f383b0ae27270bf055672ebb9579258%22	https://www.dearmylove.org/_next/static/chunks/9551-ee99070bc75078f2.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/9551-ee99070bc75078f2.js	(from https://www.dearmylove.org/)
21:37:01	13104/13104	---MCZ	200	added ('OK')	application/javascript	etag:W/%220432f3e30e9ffb81576257410051e577%22	https://www.dearmylove.org/_next/static/chunks/5878-312c0098aaba4a7e.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/5878-312c0098aaba4a7e.js	(from https://www.dearmylove.org/)
21:37:02	5831/5831	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a82ced6a3890195290c45befbbf261c1%22	https://www.dearmylove.org/_next/static/chunks/8926-e161928b850c0733.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/8926-e161928b850c0733.js	(from https://www.dearmylove.org/)
21:37:02	6111/6111	---MCZ	200	added ('OK')	application/javascript	etag:W/%228423d63f86d3e098f222c0023a50e930%22	https://www.dearmylove.org/_next/static/chunks/6311-84281004d742eb0e.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/6311-84281004d742eb0e.js	(from https://www.dearmylove.org/)
21:37:03	11118/11118	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e108f390bcf8bc73d88a933fdbe658cf%22	https://www.dearmylove.org/_next/static/chunks/2539-59456ac9a11309e0.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/2539-59456ac9a11309e0.js	(from https://www.dearmylove.org/)
21:37:03	113392/113392	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e2df6b6814232ba933d18857116bfca0%22	https://www.dearmylove.org/_next/static/chunks/497-3060816b9656d197.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/497-3060816b9656d197.js	(from https://www.dearmylove.org/)
21:37:04	66804/66804	---MCZ	200	added ('OK')	application/javascript	etag:W/%2299376d65fb6e979eefdf19e1b501aa98%22	https://www.dearmylove.org/_next/static/chunks/4167-aab5f00c4901bbe2.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/4167-aab5f00c4901bbe2.js	(from https://www.dearmylove.org/)
21:37:04	190927/190927	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a8582d1799f550b4827d0cae5f543074%22	https://www.dearmylove.org/_next/static/chunks/6599-b3fd5835ec3900a8.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/6599-b3fd5835ec3900a8.js	(from https://www.dearmylove.org/)
21:37:05	38118/38118	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ae7b5873bf5e3cbafda8b08a7a42bf30%22	https://www.dearmylove.org/_next/static/chunks/app/page-660390b38a311241.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/app/page-660390b38a311241.js	(from https://www.dearmylove.org/)
21:37:06	5861/5861	---MCZ	200	added ('OK')	application/javascript	etag:W/%220e76824f6d08c12b1c505abb966fd38a%22	https://www.dearmylove.org/_next/static/chunks/2277-9c17f386b85ef99d.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/2277-9c17f386b85ef99d.js	(from https://www.dearmylove.org/)
21:37:06	48933/48933	---MCZ	200	added ('OK')	application/javascript	etag:W/%228e177c8e950d7a0575f0fb907b46c60a%22	https://www.dearmylove.org/_next/static/chunks/4438-ee0b3bda95990058.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/4438-ee0b3bda95990058.js	(from https://www.dearmylove.org/)
21:37:07	26028/26028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22714c02885e026a75c3b2ea2eb0e2c536%22	https://www.dearmylove.org/_next/static/chunks/7213-80f1df59ec5ac71b.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/7213-80f1df59ec5ac71b.js	(from https://www.dearmylove.org/)
21:37:07	897/897	---M--	200	added ('OK')	application/javascript	etag:%226ffed74e827e82f706cc3e7696253569%22	https://www.dearmylove.org/_next/static/chunks/app/layout-00c06d31de7adf25.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/app/layout-00c06d31de7adf25.js	(from https://www.dearmylove.org/)
21:37:08	639/639	---M--	200	added ('OK')	image/svg+xml	etag:%22c72e8e6068f00b6dddc740d1c84365a6%22	https://www.dearmylove.org/icon.svg?94287dcb4ff1931a	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/iconc011.svg	(from https://www.dearmylove.org/)
21:37:08	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://www.dearmylove.org/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://www.dearmylove.org/)
21:37:12	78443/78443	---MCZ	200	added ('OK')	text/html	etag:W/%229f73d9c7b4c0fffe8573a8ba60c90147%22	https://www.dearmylove.org/sign-in	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/sign-in.html	(from https://www.dearmylove.org/)
21:37:13	124592/124592	---MCZ	200	added ('OK')	text/html	etag:W/%222efe75e46ce2fb7df12b5763103ad59e%22	https://www.dearmylove.org/catalog-digital	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/catalog-digital.html	(from https://www.dearmylove.org/)
21:37:14	299307/299307	---MCZ	200	added ('OK')	text/html	etag:W/%22665aa20fc2860f96099ec66b0dff0bf8%22	https://www.dearmylove.org/pricing	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/pricing.html	(from https://www.dearmylove.org/)
21:37:15	21760/21760	---MCZ	200	added ('OK')	font/ttf	etag:W/%228452c0863635b8a27afc17c7fd985c1d%22	https://www.dearmylove.org/fonts/AfrahDemo.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/AfrahDemo.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:15	553832/553832	---MCZ	200	added ('OK')	font/ttf	etag:W/%229baf540e935cde3b5e0bb7c5f8cb846c%22	https://www.dearmylove.org/fonts/Amiri-Regular.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Amiri-Regular.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:16	59292/59292	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c8191b4eb6c3ff319f508516376e60df%22	https://www.dearmylove.org/fonts/Amalfi-Coast.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Amalfi-Coast.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:17	556588/556588	---MCZ	200	added ('OK')	font/ttf	etag:W/%2286d0fad53722b589735e3c805a88c62d%22	https://www.dearmylove.org/fonts/Amiri-Italic.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Amiri-Italic.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:17	128964/128964	---MCZ	200	added ('OK')	font/ttf	etag:W/%22bf3bb20e003309ec5ad4126550eb49b5%22	https://www.dearmylove.org/fonts/Andara.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Andara.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:17	336652/336652	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ab9722475835b5abe0323e34d35e0e2f%22	https://www.dearmylove.org/fonts/Apple-Chancery.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Apple-Chancery.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:18	73191/73191	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22af06e6bb7f9801dafe394a03031dc9a2%22	https://www.dearmylove.org/fonts/Amiri-Italic.ttc	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Amiri-Italic.2d.delayed	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:18	103056/103056	---MCZ	200	added ('OK')	font/otf	etag:W/%22235a0c7d7fe105c71b2fc35aab0e3d14%22	https://www.dearmylove.org/fonts/Basteleur-Bold.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Basteleur-Bold.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:19	104820/104820	---MCZ	200	added ('OK')	font/otf	etag:W/%222656a64227ffcdaf22b0fd30512d2231%22	https://www.dearmylove.org/fonts/Basteleur-Moonlight.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Basteleur-Moonlight.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:20	26828/26828	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ff78c5e2b6c3846035dae28cdaa65583%22	https://www.dearmylove.org/fonts/big_noodle_titling.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/big_noodle_titling.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:21	685776/685776	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d2f41939e8d24b563077bdc4a8137e91%22	https://www.dearmylove.org/fonts/CormorantGaramond-Bold.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/CormorantGaramond-Bold.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:21	413600/413600	---MCZ	200	added ('OK')	font/ttf	etag:W/%226f96488d4a6352608c20b2621e5b2227%22	https://www.dearmylove.org/fonts/CormorantGaramond-Italic.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/CormorantGaramond-Italic.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:22	686664/686664	---MCZ	200	added ('OK')	font/ttf	etag:W/%228d38bcc84080a67c9d1630fd3141f7f3%22	https://www.dearmylove.org/fonts/CormorantGaramond-Regular.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/CormorantGaramond-Regular.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:22	685732/685732	---MCZ	200	added ('OK')	font/ttf	etag:W/%227a44ea381bbb72965efb8d515d558621%22	https://www.dearmylove.org/fonts/CormorantGaramond-SemiBold.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/CormorantGaramond-SemiBold.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:22	146100/146100	---MCZ	200	added ('OK')	font/otf	etag:W/%22492697b365f64436d9f5917c278b15b0%22	https://www.dearmylove.org/fonts/dolce-regular.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/dolce-regular.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:23	66444/66444	---MCZ	200	added ('OK')	font/otf	etag:W/%22a153c39d1ae8cc6ddaf26793040002b9%22	https://www.dearmylove.org/fonts/Michelia.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Michelia.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:23	97072/97072	---MCZ	200	added ('OK')	font/otf	etag:W/%224dc5956a31b5832b356867433bb4e516%22	https://www.dearmylove.org/fonts/MyriadPro-Regular.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/MyriadPro-Regular.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:24	531796/531796	---MCZ	200	added ('OK')	font/ttf	etag:W/%227e1aa859f71079c0613b47a57d715a82%22	https://www.dearmylove.org/fonts/NunitoSans-Italic-VariableFont.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/NunitoSans-Italic-VariableFont.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:25	544116/544116	---MCZ	200	added ('OK')	font/ttf	etag:W/%2262feaea7da666721dbc2956d511ba933%22	https://www.dearmylove.org/fonts/NunitoSans-VariableFont.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/NunitoSans-VariableFont.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:25	244060/244060	---MCZ	200	added ('OK')	font/ttf	etag:W/%2248fe19799eb01ca25242fe35ba811ce8%22	https://www.dearmylove.org/fonts/OldStandardTT-Regular.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/OldStandardTT-Regular.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:25	268344/268344	---MCZ	200	added ('OK')	font/ttf	etag:W/%2257b9f2dc334f5303b52726c0a791ba26%22	https://www.dearmylove.org/fonts/OldStandardTT-Italic.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/OldStandardTT-Italic.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:26	261516/261516	---MCZ	200	added ('OK')	font/ttf	etag:W/%220e40ccb6922ec16b6a0be3c08ed0df12%22	https://www.dearmylove.org/fonts/OldStandardTT-Bold.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/OldStandardTT-Bold.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:26	172476/172476	---MCZ	200	added ('OK')	font/otf	etag:W/%2245f59b4cc7a796eadd5fc716974186eb%22	https://www.dearmylove.org/fonts/RaffaAlverado.otf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/RaffaAlverado.otf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:27	1059468/1059468	---MCZ	200	added ('OK')	font/ttf	etag:W/%22705f7c039e12474237beb54633fbd019%22	https://www.dearmylove.org/fonts/Slight-Regular.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Slight-Regular.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:27	53196/53196	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d17c5306f2d78c8c83789df5e51cfdb6%22	https://www.dearmylove.org/fonts/Queensila.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/Queensila.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:28	66696/66696	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b90f6a78e5f287b5f110e5013a4772f5%22	https://www.dearmylove.org/fonts/vivaldi.ttf	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/fonts/vivaldi.ttf	(from https://www.dearmylove.org/_next/static/css/41d1b7385db8dceb.css)
21:37:29	8208/8208	---M--	200	added ('OK')	font/woff2	etag:%22f9fe07db33214eac6c0af2de163dd2e7%22	https://www.dearmylove.org/_next/static/media/a191bce9488b70a5.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/a191bce9488b70a5.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:29	11444/11444	---M--	200	added ('OK')	font/woff2	etag:%2280dddf6d694af2bba6f34d44ae57283b%22	https://www.dearmylove.org/_next/static/media/64fbcbc555199961.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/64fbcbc555199961.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:30	15700/15700	---M--	200	added ('OK')	font/woff2	etag:%22915b540c59c0eb61e30cccb01f14c366%22	https://www.dearmylove.org/_next/static/media/72f1c57c617e9d2d.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/72f1c57c617e9d2d.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:30	15084/15084	---M--	200	added ('OK')	font/woff2	etag:%226e9e12a7d2462711ed35a1787c2f56b9%22	https://www.dearmylove.org/_next/static/media/069f19c7a4801db3.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/069f19c7a4801db3.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:31	15260/15260	---M--	200	added ('OK')	font/woff2	etag:%22939f5ece7fed817e7492d3a7b2aecf6d%22	https://www.dearmylove.org/_next/static/media/a72d7559ec57b4af.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/a72d7559ec57b4af.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:31	14948/14948	---M--	200	added ('OK')	font/woff2	etag:%2221c8383070a19596fe233d28058d1b0f%22	https://www.dearmylove.org/_next/static/media/ee7fbbfa2df5c63a.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/ee7fbbfa2df5c63a.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:32	17440/17440	---M--	200	added ('OK')	font/woff2	etag:%228f999fe0e6225221a225abd41db0147a%22	https://www.dearmylove.org/_next/static/media/c5a91be217662c13.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/c5a91be217662c13.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:33	12172/12172	---M--	200	added ('OK')	font/woff2	etag:%22a74b37e9cfe957ae3ecf1cb8aba8ab8b%22	https://www.dearmylove.org/_next/static/media/771f3f671c517dde.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/771f3f671c517dde.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
21:37:33	15596/15596	---M--	200	added ('OK')	font/woff2	etag:%227d0d5c8986c1e7594ab8a598b758f1cd%22	https://www.dearmylove.org/_next/static/media/19d13ab973632f85.woff2	C:/Users/ALPA%20STORE%20PALU/Downloads/dreamylove/www.dearmylove.org/_next/static/media/19d13ab973632f85.woff2	(from https://www.dearmylove.org/_next/static/css/b4edf421a2beb52f.css)
